Date,Year,Month,Mine,Latitude,Longitude,Planned_Production_Tonnes,Actual_Production_Tonnes,Production_Shortfall_Tonnes,Shortfall_Percentage,Operational_Efficiency,Equipment_Availability,Weather_Impact,Shortfall_Risk,Reference_Basis
2024-09-01,2024,9,Sitapatore,21.5,79.3,10758.01,5724.27,5033.74,46.79,0.879,0.76,0.797,High,MOIL official/public historical production trends
2024-09-01,2024,9,Tirodi,21.7,80.0,16180.99,12466.77,3714.22,22.95,0.993,0.977,0.794,Medium,MOIL official/public historical production trends
2024-09-01,2024,9,Ukwa,21.8,80.1,18686.68,12645.96,6040.72,32.33,0.826,0.948,0.864,High,MOIL official/public historical production trends
2024-10-01,2024,10,Balaghat,21.84995,80.22672,24571.97,20615.21,3956.75,16.1,0.975,0.986,0.872,Medium,MOIL official/public historical production trends
2024-10-01,2024,10,Beldongri,21.45,79.85,10955.78,9310.04,1645.74,15.02,0.996,0.871,0.98,Medium,MOIL official/public historical production trends
2024-10-01,2024,10,Chikla,21.65,79.7,14264.22,9027.95,5236.27,36.71,0.875,0.821,0.88,High,MOIL official/public historical production trends
2024-10-01,2024,10,Dongri Buzurg,21.95,80.15,19345.23,13763.59,5581.63,28.85,0.877,0.878,0.924,High,MOIL official/public historical production trends
2024-10-01,2024,10,Gumgaon,21.3,79.1,12664.92,11175.18,1489.74,11.76,0.973,0.995,0.911,Medium,MOIL official/public historical production trends
2024-10-01,2024,10,Kandri,21.35,79.05,12979.41,10976.64,2002.77,15.43,0.953,0.893,0.993,Medium,MOIL official/public historical production trends
2024-10-01,2024,10,Munsar,21.4,79.2,10667.44,7736.36,2931.08,27.48,0.822,0.963,0.916,High,MOIL official/public historical production trends
2024-10-01,2024,10,Sitapatore,21.5,79.3,13003.86,9572.75,3431.11,26.39,0.979,0.766,0.983,High,MOIL official/public historical production trends
2024-10-01,2024,10,Tirodi,21.7,80.0,18754.26,15169.27,3585.0,19.12,0.902,0.907,0.989,Medium,MOIL official/public historical production trends
2024-10-01,2024,10,Ukwa,21.8,80.1,19440.57,15380.08,4060.49,20.89,0.895,0.922,0.958,Medium,MOIL official/public historical production trends
2024-11-01,2024,11,Balaghat,21.84995,80.22672,28633.59,17651.12,10982.47,38.36,0.827,0.825,0.904,High,MOIL official/public historical production trends
2024-11-01,2024,11,Beldongri,21.45,79.85,12664.73,8643.78,4020.96,31.75,0.856,0.803,0.994,High,MOIL official/public historical production trends
2024-11-01,2024,11,Chikla,21.65,79.7,15026.05,13450.78,1575.27,10.48,1.0,0.919,0.974,Medium,MOIL official/public historical production trends
2024-11-01,2024,11,Dongri Buzurg,21.95,80.15,20636.81,15097.57,5539.24,26.84,0.803,0.934,0.975,High,MOIL official/public historical production trends
2024-11-01,2024,11,Gumgaon,21.3,79.1,14384.14,10795.95,3588.19,24.95,0.829,0.938,0.965,Medium,MOIL official/public historical production trends
2024-11-01,2024,11,Kandri,21.35,79.05,14269.05,12319.69,1949.36,13.66,0.953,0.961,0.942,Medium,MOIL official/public historical production trends
2024-11-01,2024,11,Munsar,21.4,79.2,11784.94,7415.05,4369.88,37.08,0.898,0.769,0.911,High,MOIL official/public historical production trends
2024-11-01,2024,11,Sitapatore,21.5,79.3,13915.88,8210.78,5705.1,41.0,0.813,0.837,0.867,High,MOIL official/public historical production trends
2024-11-01,2024,11,Tirodi,21.7,80.0,21718.98,16396.22,5322.76,24.51,0.99,0.768,0.993,Medium,MOIL official/public historical production trends
2024-11-01,2024,11,Ukwa,21.8,80.1,22876.87,13998.61,8878.26,38.81,0.86,0.769,0.925,High,MOIL official/public historical production trends
2024-12-01,2024,12,Balaghat,21.84995,80.22672,35008.53,21637.08,13371.45,38.19,0.941,0.763,0.861,High,MOIL official/public historical production trends
2024-12-01,2024,12,Beldongri,21.45,79.85,14733.55,9124.96,5608.58,38.07,0.859,0.808,0.892,High,MOIL official/public historical production trends
2024-12-01,2024,12,Chikla,21.65,79.7,19709.45,16307.74,3401.71,17.26,0.986,0.851,0.986,Medium,MOIL official/public historical production trends
2024-12-01,2024,12,Dongri Buzurg,21.95,80.15,25049.95,17112.03,7937.92,31.69,0.895,0.807,0.946,High,MOIL official/public historical production trends
2024-12-01,2024,12,Gumgaon,21.3,79.1,17817.92,13043.69,4774.24,26.79,0.921,0.839,0.947,High,MOIL official/public historical production trends
2024-12-01,2024,12,Kandri,21.35,79.05,16362.32,12853.31,3509.01,21.45,0.978,0.876,0.917,Medium,MOIL official/public historical production trends
2024-12-01,2024,12,Munsar,21.4,79.2,15005.8,10151.41,4854.4,32.35,0.925,0.768,0.952,High,MOIL official/public historical production trends
2024-12-01,2024,12,Sitapatore,21.5,79.3,16564.68,14485.29,2079.39,12.55,0.943,0.956,0.971,Medium,MOIL official/public historical production trends
2024-12-01,2024,12,Tirodi,21.7,80.0,25639.14,17598.2,8040.94,31.36,0.904,0.786,0.966,High,MOIL official/public historical production trends
2024-12-01,2024,12,Ukwa,21.8,80.1,26999.06,17346.34,9652.72,35.75,0.899,0.821,0.87,High,MOIL official/public historical production trends
2025-01-01,2025,1,Balaghat,21.84995,80.22672,23687.58,16157.93,7529.66,31.79,0.811,0.937,0.898,High,MOIL official/public historical production trends
2025-01-01,2025,1,Beldongri,21.45,79.85,9719.37,5954.29,3765.08,38.74,0.902,0.762,0.891,High,MOIL official/public historical production trends
2025-01-01,2025,1,Chikla,21.65,79.7,13426.1,8906.39,4519.71,33.66,0.813,0.96,0.851,High,MOIL official/public historical production trends
2025-01-01,2025,1,Dongri Buzurg,21.95,80.15,17094.43,11627.71,5466.72,31.98,0.948,0.829,0.865,High,MOIL official/public historical production trends
2025-01-01,2025,1,Gumgaon,21.3,79.1,11528.89,8485.09,3043.79,26.4,0.854,0.961,0.897,High,MOIL official/public historical production trends
2025-01-01,2025,1,Kandri,21.35,79.05,12030.14,9967.5,2062.64,17.15,0.978,0.858,0.986,Medium,MOIL official/public historical production trends
2025-01-01,2025,1,Munsar,21.4,79.2,10105.26,7384.68,2720.58,26.92,0.993,0.772,0.953,High,MOIL official/public historical production trends
2025-01-01,2025,1,Sitapatore,21.5,79.3,11685.07,8898.79,2786.29,23.84,0.878,0.908,0.956,Medium,MOIL official/public historical production trends
2025-01-01,2025,1,Tirodi,21.7,80.0,16669.19,12250.05,4419.14,26.51,0.833,0.928,0.95,High,MOIL official/public historical production trends
2025-01-01,2025,1,Ukwa,21.8,80.1,19885.49,17867.62,2017.87,10.15,0.952,0.988,0.955,Medium,MOIL official/public historical production trends
2025-02-01,2025,2,Balaghat,21.84995,80.22672,22912.37,16837.2,6075.17,26.51,0.821,0.945,0.947,High,MOIL official/public historical production trends
2025-02-01,2025,2,Beldongri,21.45,79.85,9768.53,7794.8,1973.73,20.21,0.872,0.989,0.925,Medium,MOIL official/public historical production trends
2025-02-01,2025,2,Chikla,21.65,79.7,13065.36,8459.63,4605.73,35.25,0.892,0.802,0.905,High,MOIL official/public historical production trends
2025-02-01,2025,2,Dongri Buzurg,21.95,80.15,17310.13,12057.58,5252.55,30.34,0.81,0.942,0.912,High,MOIL official/public historical production trends
2025-02-01,2025,2,Gumgaon,21.3,79.1,12069.01,8918.13,3150.88,26.11,0.97,0.803,0.949,High,MOIL official/public historical production trends
2025-02-01,2025,2,Kandri,21.35,79.05,11659.9,8706.97,2952.93,25.33,0.976,0.804,0.952,High,MOIL official/public historical production trends
2025-02-01,2025,2,Munsar,21.4,79.2,10341.01,6602.03,3738.97,36.16,0.859,0.784,0.948,High,MOIL official/public historical production trends
2025-02-01,2025,2,Sitapatore,21.5,79.3,11971.28,8561.01,3410.27,28.49,0.863,0.911,0.909,High,MOIL official/public historical production trends
2025-02-01,2025,2,Tirodi,21.7,80.0,17912.39,13066.85,4845.54,27.05,0.84,0.973,0.893,High,MOIL official/public historical production trends
2025-02-01,2025,2,Ukwa,21.8,80.1,18748.79,10977.26,7771.53,41.45,0.812,0.778,0.927,High,MOIL official/public historical production trends
2025-03-01,2025,3,Balaghat,21.84995,80.22672,25886.63,17110.8,8775.82,33.9,0.967,0.754,0.907,High,MOIL official/public historical production trends
2025-03-01,2025,3,Beldongri,21.45,79.85,11406.28,6532.0,4874.27,42.73,0.804,0.781,0.912,High,MOIL official/public historical production trends
2025-03-01,2025,3,Chikla,21.65,79.7,14897.06,10879.94,4017.11,26.97,0.881,0.883,0.939,High,MOIL official/public historical production trends
2025-03-01,2025,3,Dongri Buzurg,21.95,80.15,18902.8,15516.31,3386.49,17.92,0.893,0.991,0.928,Medium,MOIL official/public historical production trends
2025-03-01,2025,3,Gumgaon,21.3,79.1,13486.55,10599.52,2887.03,21.41,0.862,0.943,0.966,Medium,MOIL official/public historical production trends
2025-03-01,2025,3,Kandri,21.35,79.05,13279.5,8803.91,4475.59,33.7,0.995,0.781,0.853,High,MOIL official/public historical production trends
2025-03-01,2025,3,Munsar,21.4,79.2,11908.12,7946.86,3961.26,33.27,0.961,0.78,0.89,High,MOIL official/public historical production trends
2025-03-01,2025,3,Sitapatore,21.5,79.3,12611.98,9476.61,3135.36,24.86,0.859,0.943,0.928,Medium,MOIL official/public historical production trends
2025-03-01,2025,3,Tirodi,21.7,80.0,19574.98,11493.48,8081.51,41.28,0.874,0.75,0.895,High,MOIL official/public historical production trends
2025-03-01,2025,3,Ukwa,21.8,80.1,21848.71,17843.13,4005.58,18.33,0.995,0.962,0.854,Medium,MOIL official/public historical production trends
2025-04-01,2025,4,Balaghat,21.84995,80.22672,25937.74,21544.13,4393.61,16.94,0.957,0.945,0.919,Medium,MOIL official/public historical production trends
2025-04-01,2025,4,Beldongri,21.45,79.85,10801.52,6299.62,4501.9,41.68,0.861,0.766,0.884,High,MOIL official/public historical production trends
2025-04-01,2025,4,Chikla,21.65,79.7,13675.23,10582.94,3092.29,22.61,0.897,0.937,0.921,Medium,MOIL official/public historical production trends
2025-04-01,2025,4,Dongri Buzurg,21.95,80.15,17880.52,16912.61,967.91,5.41,0.992,0.986,0.968,Low,MOIL official/public historical production trends
2025-04-01,2025,4,Gumgaon,21.3,79.1,13084.57,10148.17,2936.4,22.44,0.909,0.991,0.861,Medium,MOIL official/public historical production trends
2025-04-01,2025,4,Kandri,21.35,79.05,12304.27,7236.93,5067.35,41.18,0.845,0.799,0.871,High,MOIL official/public historical production trends
2025-04-01,2025,4,Munsar,21.4,79.2,11046.41,8240.51,2805.9,25.4,0.956,0.895,0.872,High,MOIL official/public historical production trends
2025-04-01,2025,4,Sitapatore,21.5,79.3,12859.82,9606.03,3253.79,25.3,0.927,0.847,0.951,High,MOIL official/public historical production trends
2025-04-01,2025,4,Tirodi,21.7,80.0,18258.53,13886.21,4372.32,23.95,0.869,0.979,0.894,Medium,MOIL official/public historical production trends
2025-04-01,2025,4,Ukwa,21.8,80.1,20205.84,15741.12,4464.72,22.1,0.978,0.927,0.859,Medium,MOIL official/public historical production trends
2025-05-01,2025,5,Balaghat,21.84995,80.22672,25567.83,17062.09,8505.74,33.27,0.802,0.908,0.917,High,MOIL official/public historical production trends
2025-05-01,2025,5,Beldongri,21.45,79.85,11170.82,8662.86,2507.95,22.45,0.992,0.882,0.886,Medium,MOIL official/public historical production trends
2025-05-01,2025,5,Chikla,21.65,79.7,14908.59,9563.46,5345.13,35.85,0.936,0.769,0.891,High,MOIL official/public historical production trends
2025-05-01,2025,5,Dongri Buzurg,21.95,80.15,20487.08,14823.33,5663.74,27.65,0.892,0.887,0.915,High,MOIL official/public historical production trends
2025-05-01,2025,5,Gumgaon,21.3,79.1,12646.89,7999.57,4647.32,36.75,0.833,0.861,0.881,High,MOIL official/public historical production trends
2025-05-01,2025,5,Kandri,21.35,79.05,12654.95,11822.99,831.96,6.57,0.969,0.995,0.969,Low,MOIL official/public historical production trends
2025-05-01,2025,5,Munsar,21.4,79.2,12005.08,8869.97,3135.11,26.11,0.848,0.99,0.88,High,MOIL official/public historical production trends
2025-05-01,2025,5,Sitapatore,21.5,79.3,13849.48,12801.73,1047.75,7.57,0.999,0.928,0.997,Low,MOIL official/public historical production trends
2025-05-01,2025,5,Tirodi,21.7,80.0,20015.15,13757.9,6257.25,31.26,0.852,0.859,0.939,High,MOIL official/public historical production trends
2025-05-01,2025,5,Ukwa,21.8,80.1,20614.04,16663.13,3950.91,19.17,0.924,0.995,0.879,Medium,MOIL official/public historical production trends
2025-06-01,2025,6,Balaghat,21.84995,80.22672,24068.84,18419.94,5648.9,23.47,0.982,0.986,0.791,Medium,MOIL official/public historical production trends
2025-06-01,2025,6,Beldongri,21.45,79.85,10719.09,6803.35,3915.74,36.53,0.951,0.79,0.844,High,MOIL official/public historical production trends
2025-06-01,2025,6,Chikla,21.65,79.7,12821.5,8754.53,4066.98,31.72,0.928,0.917,0.803,High,MOIL official/public historical production trends
2025-06-01,2025,6,Dongri Buzurg,21.95,80.15,18014.85,9110.6,8904.25,49.43,0.9,0.753,0.746,High,MOIL official/public historical production trends
2025-06-01,2025,6,Gumgaon,21.3,79.1,12190.63,6902.53,5288.09,43.38,0.846,0.909,0.737,High,MOIL official/public historical production trends
2025-06-01,2025,6,Kandri,21.35,79.05,12099.25,5825.67,6273.58,51.85,0.946,0.774,0.658,High,MOIL official/public historical production trends
2025-06-01,2025,6,Munsar,21.4,79.2,10211.22,5622.65,4588.57,44.94,0.932,0.78,0.757,High,MOIL official/public historical production trends
2025-06-01,2025,6,Sitapatore,21.5,79.3,12182.84,6949.44,5233.4,42.96,0.999,0.761,0.75,High,MOIL official/public historical production trends
2025-06-01,2025,6,Tirodi,21.7,80.0,17349.85,13022.68,4327.17,24.94,0.951,0.98,0.806,Medium,MOIL official/public historical production trends
2025-06-01,2025,6,Ukwa,21.8,80.1,18728.53,10884.73,7843.8,41.88,0.958,0.813,0.747,High,MOIL official/public historical production trends
2025-07-01,2025,7,Balaghat,21.84995,80.22672,20584.11,9436.64,11147.47,54.16,0.848,0.798,0.677,High,MOIL official/public historical production trends
2025-07-01,2025,7,Beldongri,21.45,79.85,8871.95,3967.67,4904.28,55.28,0.844,0.76,0.697,High,MOIL official/public historical production trends
2025-07-01,2025,7,Chikla,21.65,79.7,11818.12,7676.4,4141.71,35.05,0.856,0.988,0.768,High,MOIL official/public historical production trends
2025-07-01,2025,7,Dongri Buzurg,21.95,80.15,15321.74,9693.72,5628.02,36.73,0.903,0.94,0.745,High,MOIL official/public historical production trends
2025-07-01,2025,7,Gumgaon,21.3,79.1,10532.68,8727.49,1805.19,17.14,0.989,0.973,0.861,Medium,MOIL official/public historical production trends
2025-07-01,2025,7,Kandri,21.35,79.05,10109.35,5101.65,5007.71,49.54,0.9,0.801,0.7,High,MOIL official/public historical production trends
2025-07-01,2025,7,Munsar,21.4,79.2,8717.32,4537.76,4179.56,47.95,0.971,0.802,0.669,High,MOIL official/public historical production trends
2025-07-01,2025,7,Sitapatore,21.5,79.3,10579.99,7117.98,3462.01,32.72,0.901,0.852,0.876,High,MOIL official/public historical production trends
2025-07-01,2025,7,Tirodi,21.7,80.0,14944.93,9138.54,5806.39,38.85,0.939,0.943,0.691,High,MOIL official/public historical production trends
2025-07-01,2025,7,Ukwa,21.8,80.1,17085.62,8402.53,8683.09,50.82,0.908,0.821,0.66,High,MOIL official/public historical production trends
2025-08-01,2025,8,Balaghat,21.84995,80.22672,19512.48,11034.11,8478.37,43.45,0.953,0.75,0.791,High,MOIL official/public historical production trends
2025-08-01,2025,8,Beldongri,21.45,79.85,8471.78,4975.08,3496.69,41.27,0.995,0.807,0.732,High,MOIL official/public historical production trends
2025-08-01,2025,8,Chikla,21.65,79.7,11092.67,5881.11,5211.57,46.98,0.8,0.932,0.711,High,MOIL official/public historical production trends
2025-08-01,2025,8,Dongri Buzurg,21.95,80.15,15447.83,10314.78,5133.05,33.23,0.948,0.962,0.732,High,MOIL official/public historical production trends
2025-08-01,2025,8,Gumgaon,21.3,79.1,9956.3,6717.04,3239.26,32.53,0.943,0.954,0.75,High,MOIL official/public historical production trends
2025-08-01,2025,8,Kandri,21.35,79.05,10540.63,7633.28,2907.35,27.58,0.961,0.996,0.756,High,MOIL official/public historical production trends
2025-08-01,2025,8,Munsar,21.4,79.2,8947.03,5401.63,3545.4,39.63,0.932,0.77,0.842,High,MOIL official/public historical production trends
2025-08-01,2025,8,Sitapatore,21.5,79.3,9796.22,5550.78,4245.44,43.34,0.956,0.896,0.661,High,MOIL official/public historical production trends
2025-08-01,2025,8,Tirodi,21.7,80.0,14843.3,9624.92,5218.38,35.16,0.92,0.824,0.855,High,MOIL official/public historical production trends
2025-08-01,2025,8,Ukwa,21.8,80.1,15812.14,11293.58,4518.57,28.58,0.903,0.877,0.902,High,MOIL official/public historical production trends
2025-09-01,2025,9,Balaghat,21.84995,80.22672,24150.48,18932.82,5217.66,21.6,0.939,0.929,0.899,Medium,MOIL official/public historical production trends
2025-09-01,2025,9,Beldongri,21.45,79.85,10429.86,8265.47,2164.38,20.75,0.946,0.965,0.868,Medium,MOIL official/public historical production trends
2025-09-01,2025,9,Chikla,21.65,79.7,12752.97,8144.93,4608.04,36.13,0.869,0.834,0.881,High,MOIL official/public historical production trends
2025-09-01,2025,9,Dongri Buzurg,21.95,80.15,17891.28,11809.07,6082.22,34.0,0.945,0.891,0.784,High,MOIL official/public historical production trends
2025-09-01,2025,9,Gumgaon,21.3,79.1,11552.61,6862.88,4689.72,40.59,0.833,0.947,0.754,High,MOIL official/public historical production trends
2025-09-01,2025,9,Kandri,21.35,79.05,11137.15,7400.32,3736.83,33.55,0.968,0.753,0.912,High,MOIL official/public historical production trends
2025-09-01,2025,9,Munsar,21.4,79.2,10166.99,6361.17,3805.83,37.43,0.847,0.926,0.798,High,MOIL official/public historical production trends
2025-09-01,2025,9,Sitapatore,21.5,79.3,12238.38,7672.0,4566.38,37.31,0.81,0.876,0.883,High,MOIL official/public historical production trends
2025-09-01,2025,9,Tirodi,21.7,80.0,16975.93,9923.2,7052.72,41.55,0.96,0.888,0.686,High,MOIL official/public historical production trends
2025-09-01,2025,9,Ukwa,21.8,80.1,19694.06,11994.87,7699.19,39.09,0.831,0.827,0.885,High,MOIL official/public historical production trends
2025-10-01,2025,10,Balaghat,21.84995,80.22672,26960.27,19834.87,7125.4,26.43,0.959,0.813,0.944,High,MOIL official/public historical production trends
2025-10-01,2025,10,Beldongri,21.45,79.85,11678.06,9389.31,2288.75,19.6,0.967,0.977,0.852,Medium,MOIL official/public historical production trends
2025-10-01,2025,10,Chikla,21.65,79.7,15167.12,9739.47,5427.64,35.79,0.81,0.887,0.893,High,MOIL official/public historical production trends
2025-10-01,2025,10,Dongri Buzurg,21.95,80.15,19492.85,13828.91,5663.94,29.06,0.871,0.905,0.9,High,MOIL official/public historical production trends
2025-10-01,2025,10,Gumgaon,21.3,79.1,13559.64,8865.48,4694.15,34.62,0.881,0.767,0.968,High,MOIL official/public historical production trends
2025-10-01,2025,10,Kandri,21.35,79.05,12967.38,9531.61,3435.78,26.5,0.887,0.921,0.9,High,MOIL official/public historical production trends
2025-10-01,2025,10,Munsar,21.4,79.2,11080.74,9044.96,2035.78,18.37,0.875,0.986,0.946,Medium,MOIL official/public historical production trends
2025-10-01,2025,10,Sitapatore,21.5,79.3,13478.51,9115.32,4363.19,32.37,0.926,0.8,0.913,High,MOIL official/public historical production trends
2025-10-01,2025,10,Tirodi,21.7,80.0,20375.71,12209.49,8166.22,40.08,0.82,0.819,0.891,High,MOIL official/public historical production trends
2025-10-01,2025,10,Ukwa,21.8,80.1,21386.95,15157.31,6229.64,29.13,0.996,0.767,0.928,High,MOIL official/public historical production trends
2025-11-01,2025,11,Balaghat,21.84995,80.22672,28670.77,20199.73,8471.05,29.55,0.994,0.778,0.911,High,MOIL official/public historical production trends
2025-11-01,2025,11,Beldongri,21.45,79.85,13267.25,9634.7,3632.55,27.38,0.941,0.856,0.902,High,MOIL official/public historical production trends
2025-11-01,2025,11,Chikla,21.65,79.7,16490.94,10396.32,6094.62,36.96,0.853,0.801,0.922,High,MOIL official/public historical production trends
2025-11-01,2025,11,Dongri Buzurg,21.95,80.15,21701.17,16931.48,4769.69,21.98,0.857,0.914,0.995,Medium,MOIL official/public historical production trends
2025-11-01,2025,11,Gumgaon,21.3,79.1,14963.75,9313.23,5650.52,37.76,0.815,0.769,0.993,High,MOIL official/public historical production trends
2025-11-01,2025,11,Kandri,21.35,79.05,14510.04,10081.66,4428.37,30.52,0.818,0.9,0.944,High,MOIL official/public historical production trends
2025-11-01,2025,11,Munsar,21.4,79.2,13151.42,8416.36,4735.06,36.0,0.853,0.754,0.995,High,MOIL official/public historical production trends
2025-11-01,2025,11,Sitapatore,21.5,79.3,14441.32,11782.95,2658.37,18.41,0.935,0.927,0.942,Medium,MOIL official/public historical production trends
2025-11-01,2025,11,Tirodi,21.7,80.0,21799.75,16412.33,5387.43,24.71,0.854,0.899,0.98,Medium,MOIL official/public historical production trends
2025-11-01,2025,11,Ukwa,21.8,80.1,25141.81,16148.65,8993.16,35.77,0.821,0.789,0.992,High,MOIL official/public historical production trends
2025-12-01,2025,12,Balaghat,21.84995,80.22672,36704.54,26924.63,9779.91,26.64,0.977,0.801,0.938,High,MOIL official/public historical production trends
2025-12-01,2025,12,Beldongri,21.45,79.85,16002.71,10877.67,5125.04,32.03,0.936,0.852,0.852,High,MOIL official/public historical production trends
2025-12-01,2025,12,Chikla,21.65,79.7,20336.49,14826.23,5510.26,27.1,0.851,0.863,0.994,High,MOIL official/public historical production trends
2025-12-01,2025,12,Dongri Buzurg,21.95,80.15,26620.79,19531.3,7089.49,26.63,0.968,0.797,0.951,High,MOIL official/public historical production trends
2025-12-01,2025,12,Gumgaon,21.3,79.1,18783.39,10604.53,8178.87,43.54,0.82,0.752,0.915,High,MOIL official/public historical production trends
2025-12-01,2025,12,Kandri,21.35,79.05,17197.86,14626.55,2571.31,14.95,0.95,0.979,0.915,Medium,MOIL official/public historical production trends
2025-12-01,2025,12,Munsar,21.4,79.2,15308.67,10759.7,4548.97,29.71,0.887,0.931,0.851,High,MOIL official/public historical production trends
2025-12-01,2025,12,Sitapatore,21.5,79.3,18088.58,13452.2,4636.38,25.63,0.923,0.909,0.886,High,MOIL official/public historical production trends
2025-12-01,2025,12,Tirodi,21.7,80.0,27467.94,17646.63,9821.32,35.76,0.818,0.8,0.982,High,MOIL official/public historical production trends
2025-12-01,2025,12,Ukwa,21.8,80.1,29828.81,17154.18,12674.63,42.49,0.803,0.812,0.882,High,MOIL official/public historical production trends
