,Tunnel,PegStart,PegEnd,PenetrNormMean,PenetrNormMedian,PenetrNormVariance,PenetrNormStandardDeviation,PenetrNormSkewness,PenetrNormKurtosis,PenetrRMSMean,PenetrRMSMedian,PenetrRMSVariance,PenetrRMSStandardDeviation,PenetrRMSSkewness,PenetrRMSKurtosis,RotaPressNormMean,RotaPressNormMedian,RotaPressNormVariance,RotaPressNormStandardDeviation,RotaPressNormSkewness,RotaPressNormKurtosis,RotaPressRMSMean,RotaPressRMSMedian,RotaPressRMSVariance,RotaPressRMSStandardDeviation,RotaPressRMSSkewness,RotaPressRMSKurtosis,FeedPressNormMean,FeedPressNormMedian,FeedPressNormVariance,FeedPressNormStandardDeviation,FeedPressNormSkewness,FeedPressNormKurtosis,HammerPressNormMean,HammerPressNormMedian,HammerPressNormVariance,HammerPressNormStandardDeviation,HammerPressNormSkewness,HammerPressNormKurtosis,WaterFlowNormMean,WaterFlowNormMedian,WaterFlowNormVariance,WaterFlowNormStandardDeviation,WaterFlowNormSkewness,WaterFlowNormKurtosis,WaterFlowRMSMean,WaterFlowRMSMedian,WaterFlowRMSVariance,WaterFlowRMSStandardDeviation,WaterFlowRMSSkewness,WaterFlowRMSKurtosis,Rock,transition_zone,round_length
2265,drammen,57815.0,57821.0,-1.973,-1.338,169.843,13.032,0.395,6.202,3.7,3.167,11.88,3.447,5.419,58.263,0.634,-0.412,193.42,13.908,0.706,0.843,2.306,1.884,4.54,2.131,3.363,23.028,-2.751,-0.19,85.026,9.221,-3.266,12.194,-2.477,-0.211,59.522,7.715,-3.055,8.636,-3.489,-4.474,62.69,7.918,-0.19,3.954,1.288,0.591,4.072,2.018,5.415,54.08,Drammensgranite,False,6.0
21,gramunk,100615.0,100621.0,28.102,28.56,393.656,19.841,-0.641,1.959,6.086,5.484,22.976,4.793,1.921,8.339,1.278,2.656,91.91,9.587,-1.1,2.126,2.352,1.92,5.726,2.393,3.851,23.301,-17.387,-13.612,159.626,12.634,-1.349,1.673,-8.714,-5.568,139.456,11.809,-1.182,0.554,-6.187,-7.208,37.988,6.163,0.742,11.698,0.968,0.381,3.514,1.875,8.98,137.226,Rhomb_porphyry,False,6.0
48,gramunk,100768.0,100774.0,-0.3,0.28,494.896,22.246,0.144,2.153,4.731,3.585,23.752,4.874,2.764,12.971,0.138,0.336,124.552,11.16,0.175,1.432,2.257,1.74,5.004,2.237,2.984,17.896,-18.059,-9.35,287.24,16.948,-1.608,2.709,-10.314,-5.611,193.969,13.927,-0.862,-0.591,4.684,10.132,144.105,12.004,-2.039,6.028,1.708,0.591,8.921,2.987,5.458,44.697,Rhomb_porphyry,False,6.0
4585,soegne_west,9392.0,9398.0,-9.361,-7.823,214.809,14.656,-0.985,3.481,6.208,5.495,16.306,4.038,1.154,2.181,6.534,1.172,269.736,16.424,0.693,-0.485,2.841,2.262,5.452,2.335,2.309,9.916,4.649,5.925,49.667,7.047,-5.318,30.279,-0.595,-0.087,16.092,4.011,-7.571,58.713,-3.569,-2.111,68.315,8.265,-0.108,1.731,3.678,2.998,10.638,3.262,0.955,0.197,Amphibolittic_gneiss,False,6.0
1708,drammen,54724.0,54730.0,-39.927,-40.44,166.164,12.89,1.513,15.657,4.708,3.715,16.218,4.027,3.889,29.824,10.88,11.264,89.647,9.468,0.278,2.091,3.809,3.395,5.618,2.37,2.897,22.309,-3.0,2.747,125.403,11.198,-1.756,8.942,5.281,8.353,48.406,6.957,-3.024,12.815,13.031,15.827,318.93,17.859,-0.315,-0.816,8.918,9.216,49.909,7.065,0.299,-0.946,Rhomb_porphyry,False,6.0
2613,drammen,60060.0,60065.0,-21.05,-21.743,127.484,11.291,0.111,4.646,3.275,2.917,7.833,2.799,5.818,108.989,19.468,19.313,75.016,8.661,-0.06,2.38,2.688,2.381,4.538,2.13,2.255,10.641,19.482,22.286,251.147,15.848,-1.254,2.535,-5.68,-4.709,30.011,5.478,-2.928,12.564,10.143,13.596,321.954,17.943,-0.432,-1.021,2.616,0.823,18.797,4.335,2.723,7.377,Drammensgranite,False,5.0
453,skottas,97565.0,97571.0,-27.356,-28.583,314.043,17.721,0.312,1.205,4.695,3.526,21.246,4.609,2.865,13.432,-1.454,-1.67,68.349,8.267,-0.181,2.881,3.497,2.622,12.236,3.498,3.18,16.51,-25.613,-22.489,336.614,18.347,-0.403,0.224,-16.331,-6.797,218.167,14.77,-0.485,-1.573,19.711,21.665,517.093,22.74,-0.396,0.636,3.311,1.181,29.877,5.466,3.74,18.814,Rhomb_porphyry,False,6.0
751,gran_east,8500.0,8501.0,17.088,22.6,388.746,19.717,-0.581,-0.733,6.476,5.499,31.615,5.623,1.078,1.269,-5.765,-5.906,201.365,14.19,0.03,-0.471,2.767,2.207,7.28,2.698,2.5,12.665,-30.137,-25.35,105.329,10.263,-2.037,2.795,-4.504,-0.079,111.009,10.536,-2.075,2.544,8.873,9.056,98.348,9.917,-1.504,6.482,1.147,0.68,3.22,1.795,7.38,105.289,Blackshale,True,1.0
550,gran_east,8198.0,8199.0,6.21,6.041,356.963,18.893,-0.818,1.504,5.054,3.457,32.109,5.666,1.351,1.676,4.108,3.276,123.157,11.098,-0.094,1.136,2.434,1.704,9.284,3.047,3.71,31.478,-33.05,-36.21,300.477,17.334,0.599,-0.52,-10.534,-3.88,161.473,12.707,-0.806,-0.881,14.549,14.876,147.307,12.137,-0.297,-1.366,0.909,0.458,2.699,1.643,4.68,31.128,Elnes_lime_shale,True,1.0
2902,brulihei_west,2263.0,2269.0,9.263,11.423,325.895,18.053,-1.71,5.037,5.706,4.753,16.263,4.033,1.569,4.001,1.562,-1.353,124.034,11.137,1.84,3.955,2.142,1.669,3.265,1.807,2.913,12.783,-5.959,-3.7,44.629,6.681,-4.751,26.844,-0.902,-0.236,17.435,4.176,-6.729,47.622,1.688,2.239,68.766,8.293,-0.135,0.982,2.751,1.625,7.803,2.793,3.094,23.622,Augen_gneiss,True,6.0
307,skottas,96797.5,96800.0,-2.197,-2.413,277.57,16.66,-0.971,5.253,4.568,3.975,16.326,4.041,1.923,7.374,2.989,4.714,91.474,9.564,-0.589,0.826,2.383,1.861,7.935,2.817,4.245,27.177,-2.076,3.479,189.599,13.769,-2.567,7.586,-8.226,-2.463,146.69,12.112,-1.444,0.625,4.726,8.694,340.669,18.457,-0.02,0.293,1.539,0.549,10.213,3.196,5.624,44.809,Rhomb_porphyry,False,2.5
3250,mjaavann_west,966.0,971.0,19.378,23.499,367.929,19.181,-2.747,10.225,4.128,3.188,11.217,3.349,2.64,11.255,11.015,6.892,172.861,13.148,0.724,-0.491,2.455,2.02,3.36,1.833,3.115,19.808,17.972,18.775,12.32,3.51,-6.326,56.914,-2.643,-2.549,4.287,2.07,-8.178,113.412,-1.426,-2.56,165.766,12.875,0.348,-0.019,4.971,3.627,19.616,4.429,1.081,0.635,Granittic_gneiss,False,5.0
2015,drammen,56424.0,56429.0,-36.863,-38.827,189.628,13.771,0.809,2.652,4.73,4.229,10.715,3.273,2.593,16.977,8.407,8.988,190.568,13.805,-0.516,0.287,4.671,4.381,7.806,2.794,1.755,9.427,-15.451,-10.165,142.502,11.937,-1.342,2.054,-3.028,-2.299,35.548,5.962,-2.686,10.407,5.751,10.066,452.956,21.283,-0.355,-1.081,9.491,8.039,69.999,8.367,0.782,-0.248,Hornfels,False,5.0
2942,brulihei_west,2496.0,2501.0,6.115,5.195,317.478,17.818,-0.551,1.471,6.763,5.997,19.502,4.416,1.111,1.704,13.371,10.675,264.632,16.268,0.501,1.076,3.611,2.58,10.642,3.262,2.574,10.587,10.517,12.35,95.662,9.781,-3.482,20.608,-0.905,-0.115,13.523,3.677,-6.737,52.989,-3.768,-3.865,17.645,4.201,-0.968,7.246,1.805,0.96,5.152,2.27,4.384,37.064,Granittic_gneiss,False,5.0
4638,soegne_west,9689.0,9694.0,7.741,12.07,522.086,22.849,-0.681,0.282,7.352,6.235,23.297,4.827,1.358,2.805,24.69,27.858,278.199,16.679,-0.445,-0.763,3.785,3.255,7.21,2.685,2.232,11.634,7.456,11.812,99.282,9.964,-3.348,13.66,-1.013,-0.087,27.856,5.278,-5.57,30.689,6.514,6.553,130.722,11.433,-0.075,-0.66,6.141,4.775,21.094,4.593,0.884,0.0,Amphibolittic_gneiss,False,5.0
4005,soegne_east,10089.0,10094.0,19.973,19.515,411.594,20.288,-0.424,1.909,9.619,8.676,44.287,6.655,0.745,0.338,25.02,25.722,222.471,14.915,-0.258,1.275,5.403,4.881,15.775,3.972,2.204,15.74,12.727,18.237,243.721,15.612,-2.733,9.494,-4.932,-2.769,56.379,7.509,-3.241,9.075,-4.675,-2.789,81.345,9.019,-0.866,3.421,4.347,2.995,17.361,4.167,1.696,4.314,Granittic_gneiss,False,5.0
2350,drammen,58280.0,58286.0,-7.683,-6.851,141.568,11.898,-0.198,5.594,2.896,2.637,8.9,2.983,6.16,69.617,2.306,1.896,356.807,18.889,0.25,-0.088,1.815,1.568,3.51,1.874,6.472,91.277,-1.449,0.165,135.703,11.649,-3.693,14.114,-1.195,0.242,67.611,8.223,-2.252,4.71,32.911,0.0,19859.608,140.924,4.222,16.819,1.948,0.338,69.655,8.346,19.177,500.532,Drammensgranite,False,6.0
2054,drammen,56628.0,56633.0,-43.11,-43.542,223.101,14.937,0.484,1.48,4.956,4.173,19.666,4.435,2.882,13.33,10.996,13.043,152.885,12.365,-0.492,0.096,4.017,3.726,7.751,2.784,1.73,10.262,-7.07,-1.923,187.413,13.69,-1.817,3.737,1.909,6.734,98.135,9.906,-2.072,5.03,-10.123,-11.947,504.171,22.454,0.337,-0.907,10.076,8.618,40.796,6.387,0.652,-0.075,Hornfels,False,5.0
2080,drammen,56795.0,56801.0,-31.902,-32.057,291.403,17.071,-0.16,1.41,5.83,4.467,25.744,5.074,1.859,6.506,12.999,11.771,169.131,13.005,0.516,0.567,4.088,3.646,8.671,2.945,1.563,6.05,-2.841,1.593,138.005,11.748,-1.508,8.867,3.672,8.141,108.393,10.411,-2.374,4.517,14.928,15.445,275.845,16.609,-0.376,-0.223,6.28,5.05,39.524,6.287,1.279,2.858,Drammensgranite,False,6.0
4649,soegne_west,9748.0,9753.0,7.371,8.665,376.951,19.415,-0.918,2.517,7.268,6.571,18.841,4.341,1.228,3.012,11.956,11.042,123.161,11.098,0.546,0.641,3.824,3.081,8.035,2.835,1.655,3.698,9.119,12.35,130.717,11.433,-4.178,18.397,0.81,2.364,51.055,7.145,-4.427,18.162,2.721,4.536,103.781,10.187,-0.276,-0.205,5.44,3.962,19.031,4.362,0.861,-0.195,Amphibolittic_gneiss,False,5.0
2518,drammen,59387.0,59392.0,-20.529,-20.945,128.889,11.353,-0.055,3.076,3.668,3.289,6.477,2.545,1.991,11.468,0.258,0.909,228.449,15.115,0.264,0.497,3.249,2.864,5.485,2.342,1.972,9.357,6.689,8.948,324.008,18.0,-1.566,3.034,-6.62,-4.709,51.061,7.146,-3.127,9.222,5.071,10.124,314.387,17.731,-0.351,-1.146,2.36,0.825,16.41,4.051,3.146,12.536,Drammensgranite,False,5.0
503,gran_east,8133.0,8134.0,8.128,3.269,601.374,24.523,0.33,-0.576,4.83,3.936,24.903,4.99,1.06,0.898,2.984,0.741,142.24,11.926,-0.091,0.029,2.22,1.711,6.678,2.584,2.153,7.792,-34.111,-31.52,370.35,19.244,0.104,-0.575,-9.729,-0.385,192.923,13.89,-0.898,-0.997,9.05,10.085,86.477,9.299,-0.013,-0.472,1.012,0.4,2.799,1.673,2.74,8.64,Blackshale,True,1.0
2954,brulihei_west,2574.0,2579.0,9.001,11.12,338.489,18.398,-0.902,2.592,6.625,5.451,23.495,4.847,2.018,6.971,15.771,14.517,163.538,12.788,0.637,0.476,3.51,2.691,8.803,2.967,3.554,28.6,10.834,12.35,109.029,10.442,-4.285,20.438,-0.796,-0.087,16.501,4.062,-7.035,51.513,-5.287,-5.756,8.977,2.996,0.512,7.259,1.724,1.117,2.699,1.643,3.41,22.481,Granittic_gneiss,False,5.0
1567,gran_west,8612.0,8613.0,12.397,8.518,259.137,16.098,0.741,0.284,5.763,4.647,35.061,5.921,1.537,2.497,9.96,9.617,87.524,9.355,0.257,-1.376,2.627,2.349,5.708,2.389,1.002,1.119,-18.736,-25.1,298.942,17.29,-0.115,-1.406,-5.53,0.0,97.038,9.851,-1.67,1.375,11.658,12.19,90.257,9.5,-0.117,-1.637,2.003,1.031,7.287,2.699,1.951,3.377,Blackshale,False,1.0
2887,brulihei_west,2176.0,2182.0,-1.054,-1.899,231.943,15.23,0.083,2.462,6.947,5.916,21.513,4.638,1.323,2.332,1.504,0.939,103.933,10.195,1.167,2.839,2.632,1.954,5.567,2.36,2.924,14.997,3.418,2.725,45.787,6.767,-5.158,38.212,-0.452,-0.087,9.142,3.024,-8.363,86.629,-2.629,-1.205,54.315,7.37,-0.587,0.779,4.829,4.127,13.538,3.679,0.786,0.252,Granittic_gneiss,False,6.0
4211,soegne_west,7268.0,7273.0,-3.157,-2.094,180.253,13.426,-1.835,8.714,5.397,4.471,14.89,3.859,2.261,10.836,11.096,11.534,289.596,17.018,0.094,-0.704,4.345,3.196,14.769,3.843,3.324,23.449,6.721,10.0,99.703,9.985,-3.426,17.495,1.269,2.542,24.537,4.953,-4.647,24.056,-7.543,-8.119,82.647,9.091,0.39,0.162,2.498,1.394,6.478,2.545,2.021,7.425,Granittic_gneiss,True,5.0
1091,gran_west,7913.0,7914.0,0.864,0.177,563.977,23.748,0.114,-0.53,6.098,5.152,24.431,4.943,2.034,7.023,0.202,0.0,77.075,8.779,0.073,-0.407,2.554,2.085,4.511,2.124,1.76,4.82,-27.188,-25.35,109.0,10.44,-0.038,3.335,-2.18,-0.01,49.746,7.053,-3.279,9.916,-0.168,0.0,102.948,10.146,-0.159,-0.437,1.441,0.676,3.907,1.977,2.503,7.431,Elnes_lime_shale,False,1.0
3053,lindeli_east,14260.0,14266.0,-23.844,-24.464,143.928,11.997,0.253,4.881,5.114,4.138,18.215,4.268,3.021,14.282,-5.485,-5.825,250.694,15.833,0.075,-0.813,3.831,3.02,10.368,3.22,1.858,4.903,-18.009,-14.886,331.556,18.209,-1.155,0.211,-4.648,-0.133,124.059,11.138,-2.073,2.482,-0.024,0.0,51.117,7.15,-0.104,1.624,1.224,0.263,4.015,2.004,1.986,4.3,Amphibolittic_gneiss,False,6.0
736,gran_east,8485.0,8486.0,24.774,27.295,579.589,24.075,0.101,-0.739,4.389,3.377,30.695,5.54,3.027,12.778,-7.197,-3.663,238.232,15.435,-0.349,-0.61,1.867,1.495,3.691,1.921,1.53,3.472,-30.617,-26.81,286.175,16.917,0.073,-0.091,-7.612,-0.275,151.743,12.318,-1.39,0.325,15.836,16.248,112.687,10.615,0.201,-0.68,1.04,0.381,3.054,1.748,2.685,7.856,Blackshale,False,1.0
2755,brulihei_east,2325.0,2330.0,-1.523,-0.373,285.896,16.908,-0.633,2.092,6.776,5.724,24.777,4.978,1.571,4.301,4.71,3.672,126.072,11.228,0.843,1.245,3.112,2.487,5.952,2.44,1.96,5.909,-3.835,-3.162,20.132,4.487,-4.18,108.797,-0.434,-0.087,4.942,2.223,-10.945,150.348,-0.371,-0.323,45.297,6.73,0.283,1.118,3.123,2.061,8.629,2.937,1.788,3.56,Granittic_gneiss,False,5.0
1115,gran_west,7937.0,7938.0,19.242,23.975,627.861,25.057,-0.614,0.215,5.292,4.117,24.679,4.968,2.267,7.442,4.191,4.628,81.963,9.053,-0.495,0.408,2.32,1.859,4.527,2.128,2.338,11.407,-31.978,-30.24,147.846,12.159,0.497,0.951,-4.993,-0.275,85.498,9.247,-1.875,2.46,9.792,10.339,104.183,10.207,-0.597,-0.039,1.545,0.67,4.635,2.153,2.596,9.099,Elnes_lime_shale,False,1.0
1484,gran_west,8350.0,8351.0,19.604,22.263,501.263,22.389,-0.307,0.879,6.121,4.67,46.533,6.822,1.954,4.678,4.22,3.413,127.225,11.279,-0.229,2.18,2.479,1.927,7.177,2.679,2.19,8.257,-29.218,-32.38,339.391,18.423,0.327,-0.745,-6.861,-0.44,121.83,11.038,-1.381,0.4,7.143,7.475,116.362,10.787,-0.468,0.785,1.297,0.6,4.284,2.07,3.081,11.54,Elnes_lime_shale,False,1.0
199,skottas,96277.5,96280.0,9.385,7.601,414.905,20.369,-0.251,2.299,4.3,3.551,18.442,4.294,1.763,5.984,0.552,2.559,182.563,13.512,-1.047,1.004,1.8,1.411,5.288,2.3,4.493,31.637,-9.326,-1.523,381.278,19.526,-1.467,0.853,-12.834,-5.769,193.876,13.924,-0.795,-0.972,8.746,12.18,231.485,15.215,0.305,0.988,0.974,0.409,3.872,1.968,5.577,48.73,Rhomb_porphyry,False,2.5
1043,gran_east,9089.0,9090.0,17.795,18.958,430.899,20.758,-0.202,0.223,5.964,4.832,27.295,5.224,1.281,1.808,2.59,3.432,160.907,12.685,-0.905,0.949,3.364,2.61,9.851,3.139,1.8,5.722,-35.767,-35.8,211.056,14.528,0.507,1.015,-10.375,-2.34,154.216,12.418,-0.714,-1.151,8.982,12.001,189.198,13.755,-1.056,0.467,0.89,0.441,2.33,1.526,3.676,15.157,Hagaberg_shale,False,1.0
2485,drammen,59205.0,59210.0,-22.666,-24.059,189.923,13.781,0.841,2.657,4.105,3.501,13.19,3.632,2.686,17.15,1.776,2.51,133.302,11.546,-0.511,0.572,3.772,3.113,13.295,3.646,3.284,21.867,-4.955,-2.169,214.992,14.663,-1.716,4.662,-6.457,-4.709,46.471,6.817,-2.891,8.443,2.046,0.032,251.825,15.869,-0.284,-0.114,1.766,0.611,10.534,3.246,3.4,13.33,Drammensgranite,False,5.0
731,gran_east,8480.0,8481.0,15.984,17.224,304.163,17.44,0.126,-0.198,5.431,4.293,31.436,5.607,1.883,4.905,-2.458,0.0,99.543,9.977,-0.597,1.379,2.143,1.787,4.474,2.115,2.164,11.21,-22.12,-25.1,236.634,15.383,0.076,-0.414,-4.374,-0.06,80.561,8.976,-2.121,3.34,8.543,7.404,66.904,8.18,0.938,0.27,1.035,0.444,3.189,1.786,3.394,13.316,Blackshale,False,1.0
892,gran_east,8838.0,8839.0,14.309,15.125,506.935,22.515,-0.263,-0.435,4.977,3.822,23.718,4.87,1.983,5.821,-12.968,-17.34,227.738,15.091,0.233,-1.321,2.506,1.88,7.988,2.826,4.33,38.304,-42.746,-45.39,261.421,16.169,0.66,0.585,-12.112,-9.69,102.209,10.11,-1.788,5.089,-10.341,-16.631,695.188,26.366,4.101,20.324,1.818,0.715,22.133,4.705,8.906,103.287,Hagaberg_shale,False,1.0
4279,soegne_west,7647.0,7655.0,-4.48,-4.976,316.933,17.803,0.161,2.392,6.043,4.749,27.78,5.271,2.423,8.874,10.331,15.983,525.383,22.921,-0.641,-0.451,3.281,2.297,10.613,3.258,2.654,10.718,2.58,10.0,257.521,16.047,-2.646,6.793,1.999,5.042,77.47,8.802,-3.094,8.562,5.092,5.571,215.021,14.664,-0.094,0.326,4.21,2.243,24.017,4.901,1.826,4.493,Granittic_gneiss,False,8.0
3379,soegne_east,6688.0,6693.0,-5.975,-5.236,304.549,17.451,-1.01,3.296,5.432,4.446,17.425,4.174,1.899,6.964,5.727,3.887,371.097,19.264,0.501,0.089,2.76,1.89,7.401,2.721,2.919,13.476,1.632,4.5,51.328,7.164,-3.452,16.977,1.269,2.347,16.054,4.007,-3.633,16.604,-4.326,-7.757,93.348,9.662,1.532,2.182,1.979,1.213,4.198,2.049,1.795,3.326,Granittic_gneiss,False,5.0
2332,drammen,58179.0,58184.0,-19.61,-12.681,438.139,20.932,-0.43,0.133,4.232,3.359,14.038,3.747,3.726,35.616,11.036,10.458,189.715,13.774,0.303,-0.298,3.176,2.178,9.555,3.091,2.207,7.043,-1.626,-0.341,141.391,11.891,-1.841,5.618,1.329,4.747,60.051,7.749,-3.092,10.035,3.067,0.0,1934.699,43.985,12.163,149.111,1.135,0.589,2.816,1.678,3.902,25.267,Drammensgranite,False,5.0
4717,soegne_west,10112.0,10115.0,15.769,14.574,342.31,18.502,-0.18,0.996,8.637,8.018,27.603,5.254,0.738,0.716,27.22,26.911,130.063,11.405,0.289,0.938,4.697,4.305,8.718,2.953,1.154,3.443,16.178,18.237,91.832,9.583,-3.183,22.775,-3.295,-2.759,16.228,4.028,-6.72,46.095,1.111,1.07,52.039,7.214,0.329,2.246,3.222,1.985,11.442,3.383,1.337,0.966,Granittic_gneiss,False,3.0
636,gran_east,8320.0,8321.0,23.196,20.295,515.477,22.704,0.266,-1.02,4.971,3.122,43.382,6.586,2.185,5.447,-0.958,0.0,71.87,8.478,-0.762,1.675,1.651,1.187,3.85,1.962,1.884,4.825,-27.982,-30.5,391.98,19.798,0.175,-1.165,-9.56,-4.477,123.996,11.135,-0.806,-0.661,12.425,11.996,103.962,10.196,0.113,-1.443,0.896,0.39,2.21,1.487,2.876,9.563,Blackshale,False,1.0
373,skottas,97110.0,97112.0,-15.913,-18.685,314.172,17.725,0.393,1.976,3.052,2.413,9.206,3.034,2.207,8.488,-9.82,-6.644,197.897,14.068,-0.657,-0.459,1.852,1.31,5.188,2.278,4.347,32.583,-19.359,-7.798,576.457,24.01,-0.908,-0.859,-12.971,-4.412,251.121,15.847,-0.72,-1.32,-10.035,-8.008,205.213,14.325,-0.282,-0.889,1.056,0.364,4.161,2.04,4.241,32.905,Rhomb_porphyry,False,2.0
16,gramunk,100589.0,100594.0,9.757,9.123,471.662,21.718,-0.33,1.644,6.155,5.136,22.203,4.712,2.513,11.822,-3.92,1.596,233.705,15.287,-0.892,-0.42,2.927,2.364,6.552,2.56,3.869,25.567,-20.76,-20.235,121.684,11.031,-1.034,2.464,-8.087,-5.611,51.362,7.167,-2.984,7.834,0.538,-1.315,98.275,9.913,-0.852,2.987,1.208,0.441,5.226,2.286,7.214,86.431,Rhomb_porphyry,False,5.0
1419,gran_west,8271.0,8272.0,23.973,30.614,485.137,22.026,-1.799,3.282,3.778,3.177,13.423,3.664,2.481,11.809,-0.524,0.0,125.965,11.223,-0.444,0.873,1.871,1.331,5.201,2.281,4.115,30.571,-37.401,-32.38,145.755,12.073,0.092,1.257,-7.856,-0.275,156.833,12.523,-1.265,-0.003,16.004,13.805,88.86,9.427,0.132,0.071,1.085,0.454,2.801,1.674,2.56,6.943,Blackshale,True,1.0
264,skottas,96602.0,96611.0,-16.314,-15.109,326.883,18.08,-0.262,0.996,3.63,2.923,14.558,3.815,2.601,13.85,-7.651,-5.262,183.328,13.54,-1.098,1.075,2.313,1.656,8.831,2.972,4.021,24.434,-14.193,-4.943,455.942,21.353,-1.018,-0.254,-12.832,-4.577,240.959,15.523,-0.741,-1.218,11.553,11.702,525.504,22.924,-0.25,-0.554,1.507,0.548,11.881,3.447,5.997,48.556,Rhomb_porphyry,False,9.0
1349,gran_west,8201.0,8202.0,26.79,32.005,336.383,18.341,-1.247,1.208,4.732,3.753,23.228,4.82,1.881,5.517,7.044,8.548,151.41,12.305,-1.108,1.498,2.025,1.411,5.543,2.354,2.635,10.92,-36.495,-36.51,165.854,12.878,0.659,1.838,-5.997,-0.105,134.274,11.588,-1.578,0.767,13.397,11.366,73.603,8.579,0.832,0.12,0.993,0.442,2.589,1.609,2.957,9.964,Elnes_lime_shale,False,1.0
2247,drammen,57716.0,57721.5,8.396,9.018,175.108,13.233,0.837,11.851,4.331,3.772,13.615,3.69,5.061,55.99,9.706,8.977,268.242,16.378,0.515,1.06,2.746,2.256,5.929,2.435,4.367,44.406,-1.683,0.118,51.012,7.142,-3.971,20.738,-2.049,-0.211,38.446,6.2,-3.855,15.074,0.655,0.0,53.389,7.307,0.908,2.922,1.108,0.456,3.033,1.742,2.746,9.025,Drammensgranite,False,5.5
1386,gran_west,8238.0,8239.0,2.031,0.601,227.346,15.078,-0.039,-0.291,6.26,5.738,19.87,4.458,0.727,0.538,2.074,2.843,63.057,7.941,-0.55,1.272,3.032,2.54,6.003,2.45,1.724,5.145,-27.427,-30.24,138.899,11.786,1.208,1.166,-2.622,-0.165,42.81,6.543,-2.877,8.074,13.187,13.275,54.264,7.366,-0.08,-0.928,1.159,0.659,2.614,1.617,3.083,10.737,Huk_limestone,False,1.0
1211,gran_west,8044.0,8045.0,22.356,26.576,375.183,19.37,-1.3,2.739,5.943,4.863,22.254,4.717,1.38,2.324,10.295,12.115,112.427,10.603,-0.618,0.312,2.742,1.969,7.034,2.652,2.506,11.159,-33.97,-32.144,94.829,9.738,-0.255,2.812,-4.296,-0.191,95.804,9.788,-2.156,3.218,8.741,8.559,15.624,3.953,-0.469,2.602,0.835,0.466,1.534,1.238,4.327,26.778,Elnes_lime_shale,False,1.0
584,gran_east,8235.0,8236.0,14.339,13.355,450.062,21.215,0.01,-0.538,4.489,3.566,16.39,4.048,1.714,4.287,-1.749,-0.817,141.807,11.908,-0.15,-0.051,2.46,1.936,5.333,2.309,2.235,11.162,-41.374,-45.09,124.43,11.155,1.851,4.941,-12.967,-14.88,58.723,7.663,0.245,0.383,14.381,12.467,45.596,6.752,0.231,-0.439,0.881,0.408,1.929,1.389,2.874,8.131,Blackshale,True,1.0
708,gran_east,8457.0,8458.0,17.549,16.368,433.653,20.824,0.615,0.66,5.319,3.637,44.851,6.697,2.548,8.07,-4.58,-3.186,64.526,8.033,-1.13,3.445,1.626,1.135,3.956,1.989,2.967,15.45,-20.632,-24.93,193.4,13.907,-0.01,0.299,-3.954,-0.045,72.726,8.528,-2.257,4.051,3.767,4.079,64.203,8.013,-2.293,14.032,0.979,0.444,2.836,1.684,3.947,22.595,Blackshale,False,1.0
424,skottas,97387.0,97392.0,-47.939,-49.515,119.338,10.924,0.91,2.984,2.401,1.927,4.598,2.144,4.431,59.056,-11.925,-13.866,131.131,11.451,0.354,-0.641,2.708,2.337,4.742,2.178,3.482,25.415,-29.092,-31.831,155.328,12.463,1.403,1.882,-7.994,-5.389,80.075,8.948,-2.425,4.824,62.083,62.41,290.493,17.044,-1.364,4.4,2.467,0.941,20.553,4.534,4.675,35.605,Rhomb_porphyry,False,5.0
4267,soegne_west,7577.0,7582.0,6.752,7.629,286.851,16.937,-1.327,4.501,7.478,6.449,25.413,5.041,1.976,6.433,9.031,12.555,372.361,19.297,-0.276,-0.859,4.677,3.889,12.902,3.592,2.753,14.824,6.728,10.0,88.631,9.414,-3.117,17.83,3.7,5.058,28.416,5.331,-4.356,21.326,5.104,7.194,88.935,9.431,-1.078,2.09,2.99,1.322,16.239,4.03,2.821,12.577,Granittic_gneiss,True,5.0
3955,soegne_east,9821.0,9827.0,3.658,4.615,337.008,18.358,-0.463,0.721,6.839,6.094,22.107,4.702,1.348,3.405,24.145,23.842,180.731,13.444,0.2,-0.195,3.894,3.121,9.825,3.134,1.944,6.831,14.98,18.775,220.407,14.846,-2.399,6.835,0.434,2.308,50.45,7.103,-3.988,15.367,3.453,3.902,179.671,13.404,0.563,0.18,5.209,3.486,22.515,4.745,1.315,1.181,Granittic_gneiss,False,6.0
355,skottas,97038.0,97044.0,-4.198,-6.458,634.378,25.187,-0.03,0.277,3.97,2.998,17.041,4.128,2.333,8.966,-1.84,-0.087,173.741,13.181,-0.801,0.377,1.949,1.376,6.728,2.594,5.092,39.307,-3.021,4.49,376.238,19.397,-2.005,2.52,-8.241,-0.868,177.356,13.318,-1.447,0.417,-3.968,-2.033,259.922,16.122,0.273,1.059,0.898,0.3,3.953,1.988,7.231,93.577,Rhomb_porphyry,False,6.0
